Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
Caliban,Nichts ist für immer,44,"['deathcore', 'german metalcore', 'german post-hardcore', 'melodic metalcore', 'metalcore']",New Metal Tracks,0.494,0.966,7,-6.132,1,0.052,3.91E-05,0.000162,0.193,0.292,140.068,4iBkyCP8OE4DqAoc28GL50,spotify:track:4iBkyCP8OE4DqAoc28GL50,https://api.spotify.com/v1/tracks/4iBkyCP8OE4DqAoc28GL50,https://api.spotify.com/v1/audio-analysis/4iBkyCP8OE4DqAoc28GL50,226150,4
Rob Scallon,Gateways,30,['instrumental bluegrass'],Instrumental Madness,0.552,0.938,7,-5.248,1,0.0746,2.98E-06,0.717,0.0658,0.287,92.53,5NeV5REhgXSn2hpmUeyUfJ,spotify:track:5NeV5REhgXSn2hpmUeyUfJ,https://api.spotify.com/v1/tracks/5NeV5REhgXSn2hpmUeyUfJ,https://api.spotify.com/v1/audio-analysis/5NeV5REhgXSn2hpmUeyUfJ,188021,4
Killswitch Engage,My Curse,68,"['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal']",Metalcore Classics,0.197,0.956,10,-2.908,0,0.0663,7.61E-05,0.00992,0.261,0.209,177.018,6zKF4293k44ItKWJJgrhXv,spotify:track:6zKF4293k44ItKWJJgrhXv,https://api.spotify.com/v1/tracks/6zKF4293k44ItKWJJgrhXv,https://api.spotify.com/v1/audio-analysis/6zKF4293k44ItKWJJgrhXv,244773,3
Claustrofobia,Riff Cult,19,"['brazilian death metal', 'brazilian metal', 'brazilian thrash metal']",Thrashers,0.312,0.987,1,-4.646,1,0.137,0.000351,0.0318,0.279,0.187,107.271,4YhGqxin3zzvlOd9lNPTSw,spotify:track:4YhGqxin3zzvlOd9lNPTSw,https://api.spotify.com/v1/tracks/4YhGqxin3zzvlOd9lNPTSw,https://api.spotify.com/v1/audio-analysis/4YhGqxin3zzvlOd9lNPTSw,216715,4
Marduk,Christraping Black Metal,36,"['black metal', 'dark black metal', 'death metal', 'metal', 'swedish black metal', 'swedish metal', 'symphonic black metal']",Black Metal Essentials,0.195,0.983,3,-4.597,1,0.0773,1.68E-06,0.308,0.355,0.0378,93.087,3X5u1hrPeBiZ0FjZe4B70v,spotify:track:3X5u1hrPeBiZ0FjZe4B70v,https://api.spotify.com/v1/tracks/3X5u1hrPeBiZ0FjZe4B70v,https://api.spotify.com/v1/audio-analysis/3X5u1hrPeBiZ0FjZe4B70v,225800,4
Sojourner,The Event Horizon,23,"['atmospheric black metal', 'dungeon synth', 'epic black metal']",Black & Dark Metal,0.376,0.674,8,-9.748,0,0.0426,0.00197,0.908,0.0616,0.0679,119.88,3o1tPi2Ud1jHqweDS4UEif,spotify:track:3o1tPi2Ud1jHqweDS4UEif,https://api.spotify.com/v1/tracks/3o1tPi2Ud1jHqweDS4UEif,https://api.spotify.com/v1/audio-analysis/3o1tPi2Ud1jHqweDS4UEif,491942,4
Ayreon,Computer Eyes,42,"['celtic metal', 'dutch metal', 'metal', 'neo classical metal', 'neo-progressive', 'power metal', 'prog metal', 'progressive metal', 'sci-fi metal', 'symphonic metal']",Deep Dive - 90s Metal,0.501,0.69,4,-7.635,0,0.0314,0.00572,0.000805,0.16,0.0492,96.988,0RV10Fcmfv9pqEbDj8gnDU,spotify:track:0RV10Fcmfv9pqEbDj8gnDU,https://api.spotify.com/v1/tracks/0RV10Fcmfv9pqEbDj8gnDU,https://api.spotify.com/v1/audio-analysis/0RV10Fcmfv9pqEbDj8gnDU,436973,4
Smash Hit Combo,Peine perdue,34,"['neo metal', 'rap rock']",New Metal Tracks,0.558,0.981,4,-4.683,0,0.0712,2.97E-05,0.000136,0.666,0.262,105,1enbVNlX6dmoiWVPHLIUp4,spotify:track:1enbVNlX6dmoiWVPHLIUp4,https://api.spotify.com/v1/tracks/1enbVNlX6dmoiWVPHLIUp4,https://api.spotify.com/v1/audio-analysis/1enbVNlX6dmoiWVPHLIUp4,216222,4
Volumes,Weighted,47,"['djent', 'melodic metalcore', 'metalcore', 'progressive metalcore']",Got Djent?,0.439,0.93,1,-7.056,1,0.0652,5.00E-05,0.488,0.212,0.383,83.992,0p5O9RsIhWcFpMtaztCic7,spotify:track:0p5O9RsIhWcFpMtaztCic7,https://api.spotify.com/v1/tracks/0p5O9RsIhWcFpMtaztCic7,https://api.spotify.com/v1/audio-analysis/0p5O9RsIhWcFpMtaztCic7,224792,4
Plini,Handmade Cities,44,"['djent', 'instrumental math rock', 'instrumental rock', 'progressive jazz fusion']",Instrumental Madness,0.588,0.755,8,-6.842,1,0.0434,0.0497,0.684,0.163,0.437,102.941,257CrtLcfv4n9bBuDU4vgQ,spotify:track:257CrtLcfv4n9bBuDU4vgQ,https://api.spotify.com/v1/tracks/257CrtLcfv4n9bBuDU4vgQ,https://api.spotify.com/v1/audio-analysis/257CrtLcfv4n9bBuDU4vgQ,285040,4
Underoath,On My Teeth,48,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'pop punk', 'post-hardcore', 'screamo', 'tampa indie']",Metalcore Classics,0.414,0.944,1,-4.215,1,0.0739,4.61E-05,0.000498,0.201,0.131,165.047,11kXjnwkLFOCGZJoRmlBHe,spotify:track:11kXjnwkLFOCGZJoRmlBHe,https://api.spotify.com/v1/tracks/11kXjnwkLFOCGZJoRmlBHe,https://api.spotify.com/v1/audio-analysis/11kXjnwkLFOCGZJoRmlBHe,190840,4
Metallica,Sad But True,69,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",90s Metal Classics,0.633,0.846,7,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.448,89.23,1PhLYngBKbeDtdmDzCg3Pb,spotify:track:1PhLYngBKbeDtdmDzCg3Pb,https://api.spotify.com/v1/tracks/1PhLYngBKbeDtdmDzCg3Pb,https://api.spotify.com/v1/audio-analysis/1PhLYngBKbeDtdmDzCg3Pb,323933,4
LEACH,Serenade (For the Broken Brave),0,[],Heavy Metal,0.326,0.998,1,-1.382,1,0.102,0.00234,0,0.417,0.139,174.91,7gkujhPVKdYZOIxpPJQboY,spotify:track:7gkujhPVKdYZOIxpPJQboY,https://api.spotify.com/v1/tracks/7gkujhPVKdYZOIxpPJQboY,https://api.spotify.com/v1/audio-analysis/7gkujhPVKdYZOIxpPJQboY,255747,4
Andrew Baena,Wouldst Thou Like to Live Deliciously? - Live,29,['canadian metalcore'],Instrumental Madness,0.211,0.92,11,-5.915,0,0.0416,5.42E-06,0.609,0.455,0.102,105.161,6hCpzW3IHokg4JMoY883I3,spotify:track:6hCpzW3IHokg4JMoY883I3,https://api.spotify.com/v1/tracks/6hCpzW3IHokg4JMoY883I3,https://api.spotify.com/v1/audio-analysis/6hCpzW3IHokg4JMoY883I3,152643,3
Between The Buried And Me,Mordecai,39,"['deathcore', 'djent', 'melodic metalcore', 'north carolina metal', 'progressive metal']",Metalcore Classics,0.199,0.913,4,-5.772,1,0.0915,0.00023,0.153,0.232,0.266,148.641,2Fui3xJLasH473qnBa2T6C,spotify:track:2Fui3xJLasH473qnBa2T6C,https://api.spotify.com/v1/tracks/2Fui3xJLasH473qnBa2T6C,https://api.spotify.com/v1/audio-analysis/2Fui3xJLasH473qnBa2T6C,347760,3
Underoath,A Boy Brushed Red Living In Black And White,62,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'pop punk', 'post-hardcore', 'screamo', 'tampa indie']",Metalcore Classics,0.419,0.932,1,-3.604,0,0.106,0.00171,0,0.137,0.445,169.881,47IWLfIKOKhFnz1FUEUIkE,spotify:track:47IWLfIKOKhFnz1FUEUIkE,https://api.spotify.com/v1/tracks/47IWLfIKOKhFnz1FUEUIkE,https://api.spotify.com/v1/audio-analysis/47IWLfIKOKhFnz1FUEUIkE,268000,4
Motörhead,Ace of Spades,74,"['album rock', 'alternative metal', 'hard rock', 'metal', 'rock', 'speed metal']",Metal Essentials,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,6EPRKhUOdiFSQwGBRBbvsZ,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/tracks/6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/audio-analysis/6EPRKhUOdiFSQwGBRBbvsZ,166920,4
The Very End,Zeitgeist,31,['german thrash metal'],New Metal Tracks,0.475,0.997,1,-3.141,1,0.0993,7.87E-05,0.00155,0.127,0.258,94.992,1Dens6AGLroewjBldIJhQ7,spotify:track:1Dens6AGLroewjBldIJhQ7,https://api.spotify.com/v1/tracks/1Dens6AGLroewjBldIJhQ7,https://api.spotify.com/v1/audio-analysis/1Dens6AGLroewjBldIJhQ7,240240,4
Mastodon,Asleep in the Deep - Instrumental,34,"['alternative metal', 'atlanta metal', 'hard rock', 'metal', 'nu metal', 'progressive groove metal', 'progressive sludge', 'rock', 'sludge metal', 'stoner metal']",Instrumental Madness,0.314,0.863,9,-7.2,1,0.0477,1.27E-06,0.685,0.0886,0.256,134.815,5im6c5xrmQxrexc5vQEh9O,spotify:track:5im6c5xrmQxrexc5vQEh9O,https://api.spotify.com/v1/tracks/5im6c5xrmQxrexc5vQEh9O,https://api.spotify.com/v1/audio-analysis/5im6c5xrmQxrexc5vQEh9O,372640,4
Gorgoroth,Begravelsesnatt,35,"['black metal', 'dark black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'tolkien metal']",Black Metal Essentials,0.17,0.98,7,-12.697,1,0.0652,2.48E-06,0.852,0.515,0.0504,144.475,1FLfUPKZDEyqVq1CkhJrlV,spotify:track:1FLfUPKZDEyqVq1CkhJrlV,https://api.spotify.com/v1/tracks/1FLfUPKZDEyqVq1CkhJrlV,https://api.spotify.com/v1/audio-analysis/1FLfUPKZDEyqVq1CkhJrlV,153240,4
Satyricon,K.I.N.G,49,"[""black 'n' roll"", 'black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal']",Black Metal Essentials,0.533,0.954,9,-6.632,1,0.0505,9.66E-06,0.398,0.051,0.398,129.758,6IvxXL0dqXJlgIoIFfMqFA,spotify:track:6IvxXL0dqXJlgIoIFfMqFA,https://api.spotify.com/v1/tracks/6IvxXL0dqXJlgIoIFfMqFA,https://api.spotify.com/v1/audio-analysis/6IvxXL0dqXJlgIoIFfMqFA,216347,4
Five Finger Death Punch,Bad Company,65,"['alternative metal', 'groove metal', 'nu metal']",00s Metal Classics,0.557,0.886,11,-4.196,0,0.0498,0.000595,9.84E-05,0.0904,0.17,114.025,1UWGkn34CD31VQfdi4D8Zp,spotify:track:1UWGkn34CD31VQfdi4D8Zp,https://api.spotify.com/v1/tracks/1UWGkn34CD31VQfdi4D8Zp,https://api.spotify.com/v1/audio-analysis/1UWGkn34CD31VQfdi4D8Zp,262440,4
The Chronicles of Manimal and Samara,Love in the Time of Pestilence,28,[],Progressive Metal,0.278,0.834,9,-10.08,0,0.105,0.113,0.0172,0.192,0.118,133.523,1L4BtGYob6EaRXLDzSmcom,spotify:track:1L4BtGYob6EaRXLDzSmcom,https://api.spotify.com/v1/tracks/1L4BtGYob6EaRXLDzSmcom,https://api.spotify.com/v1/audio-analysis/1L4BtGYob6EaRXLDzSmcom,461307,5
The Heavy Eyes,God Damn Wolf Man,38,"['modern blues rock', 'modern hard rock', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock']",Stoner Rock,0.383,0.892,9,-5.613,0,0.0758,0.000643,0.767,0.409,0.75,82.979,50UtDNOwKeVHlBnO5xF0eU,spotify:track:50UtDNOwKeVHlBnO5xF0eU,https://api.spotify.com/v1/tracks/50UtDNOwKeVHlBnO5xF0eU,https://api.spotify.com/v1/audio-analysis/50UtDNOwKeVHlBnO5xF0eU,169781,4
Michael Schenker Group,Armed and Ready - 2009 Remaster,50,"['album rock', 'german hard rock', 'glam metal', 'hard rock', 'metal', 'modern hard rock', 'neo classical metal', 'rock']",Old School Metal,0.329,0.941,9,-7.687,1,0.084,0.00376,0.00525,0.0791,0.77,171.632,21CvmkU9C4GXrl1KZBl0FF,spotify:track:21CvmkU9C4GXrl1KZBl0FF,https://api.spotify.com/v1/tracks/21CvmkU9C4GXrl1KZBl0FF,https://api.spotify.com/v1/audio-analysis/21CvmkU9C4GXrl1KZBl0FF,251320,4
Sabaton,To Hell And Back,68,"['metal', 'power metal', 'swedish metal', 'swedish power metal']",10s Metal Classics,0.536,0.849,0,-4.702,1,0.0616,0.00318,0.00197,0.104,0.305,127.002,1BrgjqSg9du0lj3TUMLluL,spotify:track:1BrgjqSg9du0lj3TUMLluL,https://api.spotify.com/v1/tracks/1BrgjqSg9du0lj3TUMLluL,https://api.spotify.com/v1/audio-analysis/1BrgjqSg9du0lj3TUMLluL,206547,4
Cadaveria,Matryoshcada,22,"['gothic black metal', 'gothic metal', 'gothic symphonic metal', 'italian black metal', 'italian gothic metal', 'italian metal', 'symphonic metal']",Black & Dark Metal,0.489,0.942,5,-5.032,1,0.0711,0.000384,0.00015,0.259,0.405,128.022,6449epitY6qpXac9swEIZN,spotify:track:6449epitY6qpXac9swEIZN,https://api.spotify.com/v1/tracks/6449epitY6qpXac9swEIZN,https://api.spotify.com/v1/audio-analysis/6449epitY6qpXac9swEIZN,309187,4
Solence,Thunder,51,"['gymcore', 'post-screamo']",Kickass Metal,0.694,0.765,5,-5.773,0,0.0613,0.0165,0.00278,0.179,0.407,129.927,1HujskdxDvA8tZuDT26iWc,spotify:track:1HujskdxDvA8tZuDT26iWc,https://api.spotify.com/v1/tracks/1HujskdxDvA8tZuDT26iWc,https://api.spotify.com/v1/audio-analysis/1HujskdxDvA8tZuDT26iWc,203538,4
Power Trip,Executioner's Tax (Swing of the Axe),54,"['crossover thrash', 'new wave of thrash metal', 'texas hardcore']",Thrash Metal Essentials,0.484,0.991,8,-4.028,0,0.0676,0.000289,0.657,0.359,0.559,167.035,1kbwEcixFWVj5dFO9Kso3J,spotify:track:1kbwEcixFWVj5dFO9Kso3J,https://api.spotify.com/v1/tracks/1kbwEcixFWVj5dFO9Kso3J,https://api.spotify.com/v1/audio-analysis/1kbwEcixFWVj5dFO9Kso3J,225245,4
Accept,Beat The Bastards,48,"['album rock', 'german heavy metal', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']",10s Metal Classics,0.523,0.984,11,-3.695,0,0.116,1.86E-05,0.0175,0.0553,0.324,120.004,5CtaBjZac81phlz5FNFI18,spotify:track:5CtaBjZac81phlz5FNFI18,https://api.spotify.com/v1/tracks/5CtaBjZac81phlz5FNFI18,https://api.spotify.com/v1/audio-analysis/5CtaBjZac81phlz5FNFI18,324747,4
Disturbed,Down with the Sickness,76,"['alternative metal', 'nu metal', 'rap metal']",Metal Empire,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89E-06,0.106,0.941,89.954,40rvBMQizxkIqnjPdEWY1v,spotify:track:40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/tracks/40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/audio-analysis/40rvBMQizxkIqnjPdEWY1v,279213,4
Anthrax,Carry on Wayward Son,43,"['album rock', 'alternative metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rap metal', 'rap rock', 'rock', 'speed metal', 'thrash metal']",Metal Covers,0.401,0.868,9,-7.58,0,0.0591,0.000521,5.55E-05,0.309,0.785,126.997,5ShSguunTtuNXZhfibiDW1,spotify:track:5ShSguunTtuNXZhfibiDW1,https://api.spotify.com/v1/tracks/5ShSguunTtuNXZhfibiDW1,https://api.spotify.com/v1/audio-analysis/5ShSguunTtuNXZhfibiDW1,324609,4
Crisix,This Is Resurrection Fest,22,"['metal catala', 'mexican metal', 'new wave of thrash metal', 'spanish metal']",Thrashers,0.607,0.878,2,-10.327,1,0.0973,0.000264,0.736,0.365,0.225,105.025,0NGcXLnHdyAxfIDsFSKPeo,spotify:track:0NGcXLnHdyAxfIDsFSKPeo,https://api.spotify.com/v1/tracks/0NGcXLnHdyAxfIDsFSKPeo,https://api.spotify.com/v1/audio-analysis/0NGcXLnHdyAxfIDsFSKPeo,167293,4
Vulture,Malicious Souls,29,"['german thrash metal', 'new wave of speed metal', 'nwothm']",Thrashers,0.306,0.935,4,-7.856,1,0.0611,6.88E-05,0.235,0.463,0.364,190.087,5mipERxPGdO9j46zfghXB4,spotify:track:5mipERxPGdO9j46zfghXB4,https://api.spotify.com/v1/tracks/5mipERxPGdO9j46zfghXB4,https://api.spotify.com/v1/audio-analysis/5mipERxPGdO9j46zfghXB4,197933,4
Evile,Hell Unleashed,31,"['crossover thrash', 'death metal', 'groove metal', 'metal', 'new wave of thrash metal', 'speed metal', 'thrash metal']",Thrashers,0.336,0.987,11,-6.044,0,0.128,2.14E-06,0.323,0.0738,0.094,113.549,7mozPCDgFc7VWCTQmv8O46,spotify:track:7mozPCDgFc7VWCTQmv8O46,https://api.spotify.com/v1/tracks/7mozPCDgFc7VWCTQmv8O46,https://api.spotify.com/v1/audio-analysis/7mozPCDgFc7VWCTQmv8O46,237627,4
The Damnnation,Parasite,14,['rock nacional feminino'],Thrashers,0.614,0.929,1,-5.087,1,0.0337,0.000378,0.00447,0.168,0.198,109.983,1tuXl2vGUVl6OX1Q4kCmIp,spotify:track:1tuXl2vGUVl6OX1Q4kCmIp,https://api.spotify.com/v1/tracks/1tuXl2vGUVl6OX1Q4kCmIp,https://api.spotify.com/v1/audio-analysis/1tuXl2vGUVl6OX1Q4kCmIp,221240,4
Saliva,After Me - 2021 Version,48,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'wrestling']",Hard Rock,0.462,0.855,1,-4.336,0,0.0428,8.06E-06,0.000346,0.0745,0.516,89.996,5BJs3aDrKYBRkzrhaVxf89,spotify:track:5BJs3aDrKYBRkzrhaVxf89,https://api.spotify.com/v1/tracks/5BJs3aDrKYBRkzrhaVxf89,https://api.spotify.com/v1/audio-analysis/5BJs3aDrKYBRkzrhaVxf89,234288,4
Suicidal Tendencies,Cyco Vision,51,"['alternative metal', 'california hardcore', 'crossover thrash', 'funk metal', 'hard rock', 'hardcore punk', 'metal', 'nu metal', 'old school thrash', 'punk', 'rap rock', 'rock', 'thrash metal']",Deep Dive - 90s Metal,0.282,0.996,9,-3.991,1,0.274,0.00668,0,0.0674,0.323,185.423,3I9K8tSZRsAw7bRYfbhJEA,spotify:track:3I9K8tSZRsAw7bRYfbhJEA,https://api.spotify.com/v1/tracks/3I9K8tSZRsAw7bRYfbhJEA,https://api.spotify.com/v1/audio-analysis/3I9K8tSZRsAw7bRYfbhJEA,109307,4
TOOL,Forty Six & 2,67,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",Metal Empire,0.375,0.682,0,-6.898,0,0.0364,0.00152,0.598,0.0897,0.396,159.23,6AioOohg4bQZFA4jIYQQ2r,spotify:track:6AioOohg4bQZFA4jIYQQ2r,https://api.spotify.com/v1/tracks/6AioOohg4bQZFA4jIYQQ2r,https://api.spotify.com/v1/audio-analysis/6AioOohg4bQZFA4jIYQQ2r,363067,4
