Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
Bernard Allison,Same Ole Feeling,20,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock']",Funky Blues,0.742,0.696,9,-7.198,0,0.0384,0.294,2.34E-06,0.0802,0.765,82.252,6SeaebjgIWeOe8hhEOmgdR,spotify:track:6SeaebjgIWeOe8hhEOmgdR,https://api.spotify.com/v1/tracks/6SeaebjgIWeOe8hhEOmgdR,https://api.spotify.com/v1/audio-analysis/6SeaebjgIWeOe8hhEOmgdR,244624,4
Sylvester Cotton,Three Cent Stamp Blues,5,[],Motor City Blues,0.638,0.237,6,-11.395,1,0.0411,0.931,0.0154,0.0997,0.475,132.959,0mZyTXRqojZDNe0JCBrzhx,spotify:track:0mZyTXRqojZDNe0JCBrzhx,https://api.spotify.com/v1/tracks/0mZyTXRqojZDNe0JCBrzhx,https://api.spotify.com/v1/audio-analysis/0mZyTXRqojZDNe0JCBrzhx,159219,4
Fruition,Fire,43,"['deep new americana', 'jam band', 'jamgrass', 'new americana', 'progressive bluegrass']",Blues & Roots Rock,0.472,0.813,9,-5.919,0,0.0399,0.12,0.000109,0.382,0.684,134.922,7JDGQ1tmrKQCz9ptRTrt13,spotify:track:7JDGQ1tmrKQCz9ptRTrt13,https://api.spotify.com/v1/tracks/7JDGQ1tmrKQCz9ptRTrt13,https://api.spotify.com/v1/audio-analysis/7JDGQ1tmrKQCz9ptRTrt13,216085,4
Dizzy Gillespie,Birks' Works,35,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul jazz', 'swing', 'vocal jazz']",Jazz-Blues,0.511,0.431,0,-9.372,0,0.0583,0.686,0.753,0.233,0.699,131.309,189Ut7anuQjKNbiHIHBOaa,spotify:track:189Ut7anuQjKNbiHIHBOaa,https://api.spotify.com/v1/tracks/189Ut7anuQjKNbiHIHBOaa,https://api.spotify.com/v1/audio-analysis/189Ut7anuQjKNbiHIHBOaa,297493,4
Lil Greenwood,Grandpa Can Boogie Too,34,[],The Birth of Rhythm & Blues,0.699,0.688,5,-4.11,0,0.141,0.755,0,0.151,0.843,79.242,1oNbeEhzsJ0BG9Pg7AGVl6,spotify:track:1oNbeEhzsJ0BG9Pg7AGVl6,https://api.spotify.com/v1/tracks/1oNbeEhzsJ0BG9Pg7AGVl6,https://api.spotify.com/v1/audio-analysis/1oNbeEhzsJ0BG9Pg7AGVl6,170387,4
The Animals,House Of The Rising Sun,74,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock']",Brit-Blues,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,4mn2kNTqiGLwaUR8JdhJ1l,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/tracks/4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/audio-analysis/4mn2kNTqiGLwaUR8JdhJ1l,269907,3
"Christone ""Kingfish"" Ingram",Outside Of This Town,48,['modern blues'],In the Name of the Blues,0.418,0.866,11,-4.033,0,0.0513,0.00381,0.00159,0.581,0.643,130.192,1huWqmpiYksaPppQHLDhZP,spotify:track:1huWqmpiYksaPppQHLDhZP,https://api.spotify.com/v1/tracks/1huWqmpiYksaPppQHLDhZP,https://api.spotify.com/v1/audio-analysis/1huWqmpiYksaPppQHLDhZP,248036,4
Brian Owens,A Change Is Gonna Come,41,[],Blue Ballads,0.619,0.405,10,-6.802,1,0.0273,0.391,5.97E-06,0.0736,0.562,128.958,2RONhC3MSnfZx3P7b3csF5,spotify:track:2RONhC3MSnfZx3P7b3csF5,https://api.spotify.com/v1/tracks/2RONhC3MSnfZx3P7b3csF5,https://api.spotify.com/v1/audio-analysis/2RONhC3MSnfZx3P7b3csF5,276609,3
Eden Brent,Better This Way,30,"['acoustic blues', 'piano blues']",Blue Ballads,0.487,0.248,10,-9.562,1,0.0263,0.716,0.00291,0.132,0.211,83.339,4Uja4YjvLeXNdgkvx3Fvj2,spotify:track:4Uja4YjvLeXNdgkvx3Fvj2,https://api.spotify.com/v1/tracks/4Uja4YjvLeXNdgkvx3Fvj2,https://api.spotify.com/v1/audio-analysis/4Uja4YjvLeXNdgkvx3Fvj2,250947,3
Jacob Banks,Parade,54,"['modern alternative rock', 'uk contemporary r&b']",Blues & Roots Rock,0.574,0.691,6,-7.805,0,0.0336,0.0142,0.000431,0.169,0.767,95.009,6qzA5ZUivvw1FCZJSVYoNE,spotify:track:6qzA5ZUivvw1FCZJSVYoNE,https://api.spotify.com/v1/tracks/6qzA5ZUivvw1FCZJSVYoNE,https://api.spotify.com/v1/audio-analysis/6qzA5ZUivvw1FCZJSVYoNE,136632,4
Anderson East,All On My Mind - Acoustic,44,"['indie folk', 'modern blues', 'new americana']",Blue Ballads,0.483,0.487,1,-6.376,0,0.158,0.69,0,0.108,0.298,108.944,4piJ8pnoRvC5sqMEpbH0FA,spotify:track:4piJ8pnoRvC5sqMEpbH0FA,https://api.spotify.com/v1/tracks/4piJ8pnoRvC5sqMEpbH0FA,https://api.spotify.com/v1/audio-analysis/4piJ8pnoRvC5sqMEpbH0FA,229613,5
Big Brother & The Holding Company,Piece of My Heart,69,"['blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",Acid Blues,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,1xKQbqQtQWrtQS47fUJBtl,spotify:track:1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/tracks/1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl,253333,4
William Elliott Whitmore,Johnny law,41,"['iowa indie', 'new americana', 'stomp and holler']",Acoustic Blues,0.687,0.322,4,-13.015,1,0.06,0.962,0,0.0818,0.312,107.753,50NxwJPlcjsT7IqFshyuYP,spotify:track:50NxwJPlcjsT7IqFshyuYP,https://api.spotify.com/v1/tracks/50NxwJPlcjsT7IqFshyuYP,https://api.spotify.com/v1/audio-analysis/50NxwJPlcjsT7IqFshyuYP,269907,4
Mr. Airplane Man,Like That,19,"['garage rock', 'modern blues rock', 'punk blues']",Punk Blues,0.328,0.893,3,-10.854,1,0.0594,0.353,0.441,0.0763,0.508,135.322,0MqI4KwV5TMSO6rIhe2f3w,spotify:track:0MqI4KwV5TMSO6rIhe2f3w,https://api.spotify.com/v1/tracks/0MqI4KwV5TMSO6rIhe2f3w,https://api.spotify.com/v1/audio-analysis/0MqI4KwV5TMSO6rIhe2f3w,188546,4
"Christone ""Kingfish"" Ingram",Rock & Roll,51,['modern blues'],Blues Roots,0.532,0.473,2,-7.179,1,0.0295,0.647,8.03E-06,0.0753,0.345,145.072,5xfYZuMVGuyh9L0LcVWjzE,spotify:track:5xfYZuMVGuyh9L0LcVWjzE,https://api.spotify.com/v1/tracks/5xfYZuMVGuyh9L0LcVWjzE,https://api.spotify.com/v1/audio-analysis/5xfYZuMVGuyh9L0LcVWjzE,290483,3
Doctor Ross,Come Back Baby,35,['delta blues'],Blues Origins,0.65,0.424,10,-11.238,1,0.0646,0.87,0.0443,0.0869,0.865,91.977,7voiKv7nCbpQkF9jcN4VPn,spotify:track:7voiKv7nCbpQkF9jcN4VPn,https://api.spotify.com/v1/tracks/7voiKv7nCbpQkF9jcN4VPn,https://api.spotify.com/v1/audio-analysis/7voiKv7nCbpQkF9jcN4VPn,170440,4
Etran Finatawa,An Mataf Germanawen,9,"['afropop', 'desert blues', 'griot', 'ngoni', 'tuareg guitar', 'world']",African Blues,0.697,0.407,0,-11.75,1,0.0814,0.829,0.121,0.0782,0.965,100.643,1EqJ2AB7hZfij0Hcz3Wyca,spotify:track:1EqJ2AB7hZfij0Hcz3Wyca,https://api.spotify.com/v1/tracks/1EqJ2AB7hZfij0Hcz3Wyca,https://api.spotify.com/v1/audio-analysis/1EqJ2AB7hZfij0Hcz3Wyca,240880,4
Muddy Waters,Mean Old Frisco Blues,37,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",From the Delta to Chicago,0.686,0.757,11,-7.337,0,0.0267,0.707,0.000153,0.653,0.896,107.712,47yBPZ5GEDld4CMlsyudCV,spotify:track:47yBPZ5GEDld4CMlsyudCV,https://api.spotify.com/v1/tracks/47yBPZ5GEDld4CMlsyudCV,https://api.spotify.com/v1/audio-analysis/47yBPZ5GEDld4CMlsyudCV,225200,4
Steve Smyth,Written Or Spoken,34,"['australian indie', 'new americana']",Blues Roots,0.341,0.253,9,-10.552,1,0.0294,0.868,0.000154,0.153,0.19,168.388,3z7T06BNFCqaE7NNSYDXHQ,spotify:track:3z7T06BNFCqaE7NNSYDXHQ,https://api.spotify.com/v1/tracks/3z7T06BNFCqaE7NNSYDXHQ,https://api.spotify.com/v1/audio-analysis/3z7T06BNFCqaE7NNSYDXHQ,299613,4
Bessie Smith,Nobody Knows You When You're Down and Out,44,"['blues', 'harlem renaissance', 'jazz blues', 'traditional blues']",Blues Origins,0.599,0.0424,4,-12.099,1,0.0572,0.996,0.00176,0.185,0.186,90.001,3ru8IZrBxuFFHOFKEvvpFP,spotify:track:3ru8IZrBxuFFHOFKEvvpFP,https://api.spotify.com/v1/tracks/3ru8IZrBxuFFHOFKEvvpFP,https://api.spotify.com/v1/audio-analysis/3ru8IZrBxuFFHOFKEvvpFP,176133,4
St. Paul & The Broken Bones,Grass Is Greener,50,"['funk', 'indie folk', 'retro soul', 'soul']",Blues Roots,0.34,0.491,7,-7,1,0.0322,0.428,0.0397,0.226,0.248,176.309,5ZhJfcwTqyiAkxFpB3RH8o,spotify:track:5ZhJfcwTqyiAkxFpB3RH8o,https://api.spotify.com/v1/tracks/5ZhJfcwTqyiAkxFpB3RH8o,https://api.spotify.com/v1/audio-analysis/5ZhJfcwTqyiAkxFpB3RH8o,254333,3
Josh Teskey,Thinking 'Bout Myself,51,[],Blues Roots,0.644,0.53,4,-8.296,0,0.0884,0.787,0.0303,0.259,0.678,99.733,2JF0vG0CsoDEjLZdd9QMm1,spotify:track:2JF0vG0CsoDEjLZdd9QMm1,https://api.spotify.com/v1/tracks/2JF0vG0CsoDEjLZdd9QMm1,https://api.spotify.com/v1/audio-analysis/2JF0vG0CsoDEjLZdd9QMm1,221214,4
Mississippi Blues Band,Café Madrid,28,['blues latinoamericano'],Latin Blues,0.533,0.704,7,-9.97,1,0.0485,0.164,2.59E-05,0.0739,0.696,118.935,1HUX0GSZQoc4hqZJ76vokM,spotify:track:1HUX0GSZQoc4hqZJ76vokM,https://api.spotify.com/v1/tracks/1HUX0GSZQoc4hqZJ76vokM,https://api.spotify.com/v1/audio-analysis/1HUX0GSZQoc4hqZJ76vokM,206893,4
North Mississippi Allstars,Up and Rolling,59,"['blues rock', 'country rock', 'deep new americana', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'new americana', 'roots rock', 'southern rock']",Got Blues,0.808,0.532,2,-7.472,1,0.025,0.543,0.00422,0.122,0.816,89.934,1Wg6dLYXgqxs0YtQS6ifco,spotify:track:1Wg6dLYXgqxs0YtQS6ifco,https://api.spotify.com/v1/tracks/1Wg6dLYXgqxs0YtQS6ifco,https://api.spotify.com/v1/audio-analysis/1Wg6dLYXgqxs0YtQS6ifco,303920,4
Lead Belly,Where Did You Sleep Last Night,51,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'folk', 'old-time', 'texas blues', 'traditional blues', 'traditional folk']",Scratchy Back Porch Blues,0.57,0.241,4,-12.138,1,0.0473,0.948,0.0224,0.111,0.543,115.352,0p5zJBYoJOzVLBiDeA0PvS,spotify:track:0p5zJBYoJOzVLBiDeA0PvS,https://api.spotify.com/v1/tracks/0p5zJBYoJOzVLBiDeA0PvS,https://api.spotify.com/v1/audio-analysis/0p5zJBYoJOzVLBiDeA0PvS,181893,3
Marcia Ball,Louella,35,"['electric blues', 'louisiana blues', 'modern blues', 'piano blues', 'swamp blues']",Women of the Blues,0.486,0.873,1,-5.996,1,0.132,0.0694,8.72E-05,0.306,0.511,158.559,6KM7FlnvLrETbLpoNCjxYE,spotify:track:6KM7FlnvLrETbLpoNCjxYE,https://api.spotify.com/v1/tracks/6KM7FlnvLrETbLpoNCjxYE,https://api.spotify.com/v1/audio-analysis/6KM7FlnvLrETbLpoNCjxYE,267467,4
Lincoln Durham,Creeper,33,"['modern blues', 'modern blues rock']",Modern Blues Rock,0.644,0.716,4,-10.005,0,0.0823,0.0597,1.45E-05,0.101,0.569,142.059,3DI0Ko7hmK2uh8INSXFnkb,spotify:track:3DI0Ko7hmK2uh8INSXFnkb,https://api.spotify.com/v1/tracks/3DI0Ko7hmK2uh8INSXFnkb,https://api.spotify.com/v1/audio-analysis/3DI0Ko7hmK2uh8INSXFnkb,221213,4
Jesse Cook,I Put A Spell On You,34,"['flamenco guitar', 'rumba']",Crossroad Blues,0.42,0.373,1,-9.302,0,0.032,0.922,0.0376,0.101,0.322,174.311,7sNbMDi5Yyi54pP1T1IbDS,spotify:track:7sNbMDi5Yyi54pP1T1IbDS,https://api.spotify.com/v1/tracks/7sNbMDi5Yyi54pP1T1IbDS,https://api.spotify.com/v1/audio-analysis/7sNbMDi5Yyi54pP1T1IbDS,178651,3
Janiva Magness,Whoop And Holler,12,"['electric blues', 'modern blues']",Blues Party,0.636,0.918,9,-6.294,1,0.0559,0.531,9.85E-06,0.328,0.46,96.991,0rOgDYmxNfgSlHyIuvBt5z,spotify:track:0rOgDYmxNfgSlHyIuvBt5z,https://api.spotify.com/v1/tracks/0rOgDYmxNfgSlHyIuvBt5z,https://api.spotify.com/v1/audio-analysis/0rOgDYmxNfgSlHyIuvBt5z,156773,4
Blind Willie McTell,Mr. McTell Got the Blues - 2003 Remastered,30,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'piedmont blues', 'traditional blues', 'traditional folk']",Scratchy Back Porch Blues,0.614,0.136,10,-14.095,1,0.038,0.913,3.01E-06,0.0891,0.527,113.967,5w3davI2J6IeUfBZ4cE2qq,spotify:track:5w3davI2J6IeUfBZ4cE2qq,https://api.spotify.com/v1/tracks/5w3davI2J6IeUfBZ4cE2qq,https://api.spotify.com/v1/audio-analysis/5w3davI2J6IeUfBZ4cE2qq,137693,4
Tutu Jones,Starting All Over,30,"['power blues-rock', 'soul blues']",Lone Star Blues,0.744,0.832,7,-4.268,0,0.0242,0.24,0.00391,0.653,0.967,94.68,3T1iXyK8LzxE4QYbU30z2N,spotify:track:3T1iXyK8LzxE4QYbU30z2N,https://api.spotify.com/v1/tracks/3T1iXyK8LzxE4QYbU30z2N,https://api.spotify.com/v1/audio-analysis/3T1iXyK8LzxE4QYbU30z2N,246600,4
"Christone ""Kingfish"" Ingram",Before I'm Old,41,['modern blues'],In the Name of the Blues,0.534,0.649,2,-5.526,1,0.041,0.0438,0.00474,0.0946,0.528,159.88,2qZviR41HzjKtSyXhsmxie,spotify:track:2qZviR41HzjKtSyXhsmxie,https://api.spotify.com/v1/tracks/2qZviR41HzjKtSyXhsmxie,https://api.spotify.com/v1/audio-analysis/2qZviR41HzjKtSyXhsmxie,255118,4
John Lee Hooker,Boom Boom,59,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",Blues Classics,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,2Mr1bGI2E10K7Mt1UJZ6Mw,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/tracks/2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/audio-analysis/2Mr1bGI2E10K7Mt1UJZ6Mw,152351,4
Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,16,[],Boogie Rock,0.695,0.864,9,-9.509,1,0.0344,0.0935,0,0.222,0.962,129.613,0rQf7arPF7Fob1ewkKicL1,spotify:track:0rQf7arPF7Fob1ewkKicL1,https://api.spotify.com/v1/tracks/0rQf7arPF7Fob1ewkKicL1,https://api.spotify.com/v1/audio-analysis/0rQf7arPF7Fob1ewkKicL1,224707,4
Luke Wylde,God Damn,18,[],Alt-Blue,0.53,0.814,5,-4.981,0,0.0494,0.0541,0,0.42,0.285,153.975,4hJnBBNQ4uvVnmNDR6hcns,spotify:track:4hJnBBNQ4uvVnmNDR6hcns,https://api.spotify.com/v1/tracks/4hJnBBNQ4uvVnmNDR6hcns,https://api.spotify.com/v1/audio-analysis/4hJnBBNQ4uvVnmNDR6hcns,163636,4
The Cold Stares,Third World War,20,"['modern alternative rock', 'modern blues', 'modern blues rock', 'modern hard rock']",Alt-Blue,0.521,0.887,7,-4.474,1,0.0375,0.0228,4.04E-05,0.198,0.739,87.047,6bNhMOHw8kGRHw9lVbLRme,spotify:track:6bNhMOHw8kGRHw9lVbLRme,https://api.spotify.com/v1/tracks/6bNhMOHw8kGRHw9lVbLRme,https://api.spotify.com/v1/audio-analysis/6bNhMOHw8kGRHw9lVbLRme,202908,4
Vintage Trouble,Doin' What You Were Doin',23,"['funk', 'modern blues rock']",Lighter Blue,0.681,0.741,5,-6.549,1,0.0381,0.524,2.81E-05,0.082,0.707,92.913,0jpdoJVaTkb5Y40aslfSqP,spotify:track:0jpdoJVaTkb5Y40aslfSqP,https://api.spotify.com/v1/tracks/0jpdoJVaTkb5Y40aslfSqP,https://api.spotify.com/v1/audio-analysis/0jpdoJVaTkb5Y40aslfSqP,242090,4
Luke Winslow-King,Watch Me Go,35,"['michigan folk', 'michigan indie']",Blues Roots,0.632,0.575,5,-7.358,1,0.0354,0.105,3.59E-05,0.158,0.689,106.953,4zoCjQ2VnSlgg65FDrTr5a,spotify:track:4zoCjQ2VnSlgg65FDrTr5a,https://api.spotify.com/v1/tracks/4zoCjQ2VnSlgg65FDrTr5a,https://api.spotify.com/v1/audio-analysis/4zoCjQ2VnSlgg65FDrTr5a,283867,3
Mavis Staples,No Time For Cryin' - Live,36,"['funk', 'roots rock', 'soul', 'southern soul', 'spirituals']",Live & Loud,0.756,0.875,7,-7.132,1,0.0743,0.35,0.00928,0.686,0.753,115.257,7ICAeoqGimtKtsO8uAzHD0,spotify:track:7ICAeoqGimtKtsO8uAzHD0,https://api.spotify.com/v1/tracks/7ICAeoqGimtKtsO8uAzHD0,https://api.spotify.com/v1/audio-analysis/7ICAeoqGimtKtsO8uAzHD0,322022,4
Freddie King,Stumble,52,"['blues', 'blues rock', 'classic rock', 'electric blues', 'texas blues', 'traditional blues']",Summertime Blues,0.678,0.612,4,-9.764,1,0.0339,0.101,0.318,0.164,0.857,118.381,0RTjFVHvqjTdpX2NawwyXI,spotify:track:0RTjFVHvqjTdpX2NawwyXI,https://api.spotify.com/v1/tracks/0RTjFVHvqjTdpX2NawwyXI,https://api.spotify.com/v1/audio-analysis/0RTjFVHvqjTdpX2NawwyXI,216627,4
Cedric Burnside,The World Can Be So Cold,0,"['memphis americana', 'modern blues', 'modern blues rock']",Acoustic Blues,0.629,0.229,7,-6.663,1,0.0459,0.893,2.21E-05,0.122,0.514,138.775,1lUN4eNRlpuf3hHJjXf7KG,spotify:track:1lUN4eNRlpuf3hHJjXf7KG,https://api.spotify.com/v1/tracks/1lUN4eNRlpuf3hHJjXf7KG,https://api.spotify.com/v1/audio-analysis/1lUN4eNRlpuf3hHJjXf7KG,206040,4
Tyler Bryant & the Shakedown,Backbone,26,"['modern alternative rock', 'modern blues rock', 'modern hard rock']",Modern Blues Guitar,0.516,0.737,10,-5.22,1,0.0992,0.0229,5.98E-06,0.375,0.602,133.217,735JDdMlCfiJDastCL3WTA,spotify:track:735JDdMlCfiJDastCL3WTA,https://api.spotify.com/v1/tracks/735JDdMlCfiJDastCL3WTA,https://api.spotify.com/v1/audio-analysis/735JDdMlCfiJDastCL3WTA,168293,4
Baby Boy Warren,Hello Stranger,5,[],Motor City Blues,0.562,0.481,11,-10.208,1,0.132,0.995,0.423,0.137,0.689,112.667,4XKUxWLQ7SvfJHNUbzb1R1,spotify:track:4XKUxWLQ7SvfJHNUbzb1R1,https://api.spotify.com/v1/tracks/4XKUxWLQ7SvfJHNUbzb1R1,https://api.spotify.com/v1/audio-analysis/4XKUxWLQ7SvfJHNUbzb1R1,161698,4
Leon Bridges,Mrs.,57,"['modern blues', 'soul']",Blues Roots,0.706,0.354,6,-9.592,1,0.29,0.479,0,0.0734,0.376,119.793,2R4O7MgIrN35QXnyLKMFVl,spotify:track:2R4O7MgIrN35QXnyLKMFVl,https://api.spotify.com/v1/tracks/2R4O7MgIrN35QXnyLKMFVl,https://api.spotify.com/v1/audio-analysis/2R4O7MgIrN35QXnyLKMFVl,242520,3
Mason Murphy,Crossroads,18,[],Bluestronica,0.698,0.774,7,-5.144,1,0.0654,0.0887,0.00297,0.117,0.531,90.033,1b8s2ikwLa1ZmJYAdOZAjR,spotify:track:1b8s2ikwLa1ZmJYAdOZAjR,https://api.spotify.com/v1/tracks/1b8s2ikwLa1ZmJYAdOZAjR,https://api.spotify.com/v1/audio-analysis/1b8s2ikwLa1ZmJYAdOZAjR,141333,4
Philip Sayce,Spirit,42,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'modern hard rock']",Got Blues,0.479,0.905,4,-6.606,0,0.0565,0.00076,0.00219,0.326,0.274,90.007,0G1p6qY60TM9fT3v9iHRdF,spotify:track:0G1p6qY60TM9fT3v9iHRdF,https://api.spotify.com/v1/tracks/0G1p6qY60TM9fT3v9iHRdF,https://api.spotify.com/v1/audio-analysis/0G1p6qY60TM9fT3v9iHRdF,218088,4
Derek & The Dominos,Layla,75,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",Brit-Blues,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,2kkvB3RNRzwjFdGhaUA0tz,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,https://api.spotify.com/v1/tracks/2kkvB3RNRzwjFdGhaUA0tz,https://api.spotify.com/v1/audio-analysis/2kkvB3RNRzwjFdGhaUA0tz,423840,4
Frank Bey,All My Dues Are Paid,29,[],Got Blues,0.782,0.683,0,-5.131,1,0.03,0.105,3.77E-06,0.0982,0.87,103.962,3znhGwwxf4qFynHf6tnNwD,spotify:track:3znhGwwxf4qFynHf6tnNwD,https://api.spotify.com/v1/tracks/3znhGwwxf4qFynHf6tnNwD,https://api.spotify.com/v1/audio-analysis/3znhGwwxf4qFynHf6tnNwD,251813,4
