Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
Foals,On The Luna,51,"['alternative dance', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'oxford indie', 'rock']",Alternative 10s,0.525,0.976,0,-2.023,1,0.0479,0.0662,0.000392,0.0804,0.855,138.984,0Sfj5fPqZzCq9o3f1NNphz,spotify:track:0Sfj5fPqZzCq9o3f1NNphz,https://api.spotify.com/v1/tracks/0Sfj5fPqZzCq9o3f1NNphz,https://api.spotify.com/v1/audio-analysis/0Sfj5fPqZzCq9o3f1NNphz,192695,4
Longpigs,She Said,47,"['britpop', 'sheffield indie']",Alternative 90s,0.21,0.87,5,-5.985,1,0.0606,0.000147,0.000488,0.188,0.517,168.352,5J7l2wE9wxqod7xIP0jyAB,spotify:track:5J7l2wE9wxqod7xIP0jyAB,https://api.spotify.com/v1/tracks/5J7l2wE9wxqod7xIP0jyAB,https://api.spotify.com/v1/audio-analysis/5J7l2wE9wxqod7xIP0jyAB,264067,4
Beastie Boys,Sure Shot,57,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",Alternative 90s,0.692,0.799,1,-7.924,1,0.164,0.388,0,0.301,0.549,97.978,21REQ1bCUWphT2QK3bLWYQ,spotify:track:21REQ1bCUWphT2QK3bLWYQ,https://api.spotify.com/v1/tracks/21REQ1bCUWphT2QK3bLWYQ,https://api.spotify.com/v1/audio-analysis/21REQ1bCUWphT2QK3bLWYQ,199667,4
Eyeliner,Pictures,36,"['future funk', 'hardvapour', 'vaporwave']",vaporwave,0.624,0.494,8,-11.319,1,0.0332,0.346,0.92,0.0995,0.128,99.991,2VIvfWMO5F6OkzBHadgVci,spotify:track:2VIvfWMO5F6OkzBHadgVci,https://api.spotify.com/v1/tracks/2VIvfWMO5F6OkzBHadgVci,https://api.spotify.com/v1/audio-analysis/2VIvfWMO5F6OkzBHadgVci,162000,4
Castaways,"Liar, Liar",40,[],Alternative 60s,0.525,0.623,7,-6.253,0,0.0291,0.247,0.742,0.148,0.839,144.583,3LNgoqv3AboDUhnuWrrzSF,spotify:track:3LNgoqv3AboDUhnuWrrzSF,https://api.spotify.com/v1/tracks/3LNgoqv3AboDUhnuWrrzSF,https://api.spotify.com/v1/audio-analysis/3LNgoqv3AboDUhnuWrrzSF,115925,4
Mr. Oizo,Jo,39,"['alternative dance', 'dance-punk', 'electro house', 'filter house', 'new rave', 'ninja']",Future Funk,0.798,0.866,1,-4.532,1,0.153,0.0191,0.415,0.703,0.513,119.546,1SgsRoIXRSsLxT6fkG3DkZ,spotify:track:1SgsRoIXRSsLxT6fkG3DkZ,https://api.spotify.com/v1/tracks/1SgsRoIXRSsLxT6fkG3DkZ,https://api.spotify.com/v1/audio-analysis/1SgsRoIXRSsLxT6fkG3DkZ,136787,4
Boxout,ALMA,31,[],Fresh Finds: Indie,0.354,0.777,4,-6.648,1,0.06,0.0553,0.000383,0.38,0.393,200.139,3ckKmJuGCwmoXQ8VCqMrvA,spotify:track:3ckKmJuGCwmoXQ8VCqMrvA,https://api.spotify.com/v1/tracks/3ckKmJuGCwmoXQ8VCqMrvA,https://api.spotify.com/v1/audio-analysis/3ckKmJuGCwmoXQ8VCqMrvA,206400,4
Arlo Parks,Eugene,65,"['indie soul', 'uk contemporary r&b']",Women of Indie,0.606,0.589,7,-7.194,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,4S6PolgPZ5OLph314ww8Fg,spotify:track:4S6PolgPZ5OLph314ww8Fg,https://api.spotify.com/v1/tracks/4S6PolgPZ5OLph314ww8Fg,https://api.spotify.com/v1/audio-analysis/4S6PolgPZ5OLph314ww8Fg,221804,4
Marika Hackman,Between the Bars,32,"['ambient folk', 'art pop', 'chamber pop', 'chamber psych', 'indie folk']",Indie Covers,0.497,0.26,11,-12.461,0,0.0349,0.932,0.00686,0.123,0.154,84.393,1DSnSVoW5ZC78QCWvb2cHY,spotify:track:1DSnSVoW5ZC78QCWvb2cHY,https://api.spotify.com/v1/tracks/1DSnSVoW5ZC78QCWvb2cHY,https://api.spotify.com/v1/audio-analysis/1DSnSVoW5ZC78QCWvb2cHY,155853,4
Kasabian,L.S.F.,51,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'new rave', 'rock']",Indie Roadtrip,0.617,0.754,9,-7.395,1,0.0363,0.00754,0.000171,0.256,0.397,105.282,0w21XZhGlmIexgtDpmtnzT,spotify:track:0w21XZhGlmIexgtDpmtnzT,https://api.spotify.com/v1/tracks/0w21XZhGlmIexgtDpmtnzT,https://api.spotify.com/v1/audio-analysis/0w21XZhGlmIexgtDpmtnzT,196853,4
Parquet Courts,Human Performance,47,"['alternative rock', 'brooklyn indie', 'denton tx indie', 'freak folk', 'garage psych', 'indie garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'neo-psychedelic', 'noise pop']",Garage Rock Revival,0.456,0.754,6,-3.875,0,0.0298,0.195,0.485,0.292,0.521,109.825,6gCdeGEhXZbAracd6B977r,spotify:track:6gCdeGEhXZbAracd6B977r,https://api.spotify.com/v1/tracks/6gCdeGEhXZbAracd6B977r,https://api.spotify.com/v1/audio-analysis/6gCdeGEhXZbAracd6B977r,255880,4
Oscar Anton,ophelie,52,"['french indie pop', 'french indietronica', 'new french touch', 'nouvelle chanson francaise']",Made Indie France,0.752,0.48,1,-9.921,1,0.0447,0.625,0.0256,0.0943,0.655,102.018,6XdxQd4EFvYOvWYqr1KXm3,spotify:track:6XdxQd4EFvYOvWYqr1KXm3,https://api.spotify.com/v1/tracks/6XdxQd4EFvYOvWYqr1KXm3,https://api.spotify.com/v1/audio-analysis/6XdxQd4EFvYOvWYqr1KXm3,236168,4
Satin Jackets,Secret Lover,50,"['alternative dance', 'deep house', 'indie poptimism', 'indie soul', 'nu disco', 'tropical house']",OFF POP,0.665,0.817,11,-7.263,0,0.0453,0.0499,0.000349,0.164,0.528,117.947,0wB0ikhn5PQh3P4TZxA0ix,spotify:track:0wB0ikhn5PQh3P4TZxA0ix,https://api.spotify.com/v1/tracks/0wB0ikhn5PQh3P4TZxA0ix,https://api.spotify.com/v1/audio-analysis/0wB0ikhn5PQh3P4TZxA0ix,168396,4
The Replacements,I Will Dare,47,"['alternative pop', 'alternative rock', 'art rock', 'indie rock', 'new wave', 'permanent wave', 'pop rock', 'post-punk', 'power pop', 'punk', 'rock', 'roots rock']",Alternative 80s,0.456,0.857,7,-5.854,1,0.0833,0.00157,0.0344,0.333,0.559,167.709,1MV5BzujqyRQ417qj0rXNS,spotify:track:1MV5BzujqyRQ417qj0rXNS,https://api.spotify.com/v1/tracks/1MV5BzujqyRQ417qj0rXNS,https://api.spotify.com/v1/audio-analysis/1MV5BzujqyRQ417qj0rXNS,197427,4
Tourist,Siren,47,"['chillwave', 'electronica', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",Ambiente,0.34,0.7,1,-7.998,1,0.0446,0.0741,0.892,0.103,0.0388,127.704,5umBsHgpB2WsRA9ccQZGdz,spotify:track:5umBsHgpB2WsRA9ccQZGdz,https://api.spotify.com/v1/tracks/5umBsHgpB2WsRA9ccQZGdz,https://api.spotify.com/v1/audio-analysis/5umBsHgpB2WsRA9ccQZGdz,382768,4
Mourn,Fun at the Geysers,25,['spanish post-punk'],pulp,0.456,0.961,7,-4.353,1,0.0772,0.000288,0.00201,0.366,0.712,76.547,2XC3UsKero8x1dAgOdwhNg,spotify:track:2XC3UsKero8x1dAgOdwhNg,https://api.spotify.com/v1/tracks/2XC3UsKero8x1dAgOdwhNg,https://api.spotify.com/v1/audio-analysis/2XC3UsKero8x1dAgOdwhNg,118720,4
Pale Saints,Sight of You,46,"['alternative pop', 'alternative rock', 'c86', 'dream pop', 'dreamgaze', 'noise pop', 'nu gaze', 'shoegaze']",Dreampop Classics,0.459,0.465,7,-13.564,1,0.0388,0.11,0.259,0.0915,0.117,123.94,7fectUUMiPjZijOJIJaN3S,spotify:track:7fectUUMiPjZijOJIJaN3S,https://api.spotify.com/v1/tracks/7fectUUMiPjZijOJIJaN3S,https://api.spotify.com/v1/audio-analysis/7fectUUMiPjZijOJIJaN3S,337600,4
Nation of Language,The Wall & I,46,"['brooklyn indie', 'garage psych']",undercurrents,0.558,0.876,6,-5.625,1,0.0288,0.0244,0.293,0.0971,0.448,141.995,5qIOUorQ9AInP9UliORgCC,spotify:track:5qIOUorQ9AInP9UliORgCC,https://api.spotify.com/v1/tracks/5qIOUorQ9AInP9UliORgCC,https://api.spotify.com/v1/audio-analysis/5qIOUorQ9AInP9UliORgCC,304714,4
Murcof,Dividing Space,20,"['ambient', 'compositional ambient', 'dark jazz', 'drone', 'dub techno', 'glitch', 'intelligent dance music', 'mexican experimental', 'microhouse', 'neo-classical', 'tijuana electronic']",Ambiente,0.0599,0.219,0,-16.775,0,0.0467,0.0283,0.802,0.11,0.0259,55.361,4XBTMxAiMalxSqSkXazpzy,spotify:track:4XBTMxAiMalxSqSkXazpzy,https://api.spotify.com/v1/tracks/4XBTMxAiMalxSqSkXazpzy,https://api.spotify.com/v1/audio-analysis/4XBTMxAiMalxSqSkXazpzy,282680,4
fern,Wasting Time,38,[],Bedroom Pop,0.542,0.752,9,-6.463,1,0.218,0.229,0.0891,0.129,0.514,172.511,484O5EIxlfEf4B8vbeYE3X,spotify:track:484O5EIxlfEf4B8vbeYE3X,https://api.spotify.com/v1/tracks/484O5EIxlfEf4B8vbeYE3X,https://api.spotify.com/v1/audio-analysis/484O5EIxlfEf4B8vbeYE3X,144706,4
Kit Sebastian,Abandoned,33,['psychedelic pop'],Borderless,0.444,0.698,7,-8.158,0,0.0343,0.0996,0.00403,0.105,0.432,185.975,7AMSbXtYeAnVMAWuwzxj8a,spotify:track:7AMSbXtYeAnVMAWuwzxj8a,https://api.spotify.com/v1/tracks/7AMSbXtYeAnVMAWuwzxj8a,https://api.spotify.com/v1/audio-analysis/7AMSbXtYeAnVMAWuwzxj8a,293404,4
The Big Moon,Your Light,54,['london indie'],badass,0.595,0.714,7,-8.9,1,0.0277,0.00378,0.405,0.242,0.399,128.011,1oA9hE3IxT8moluIvq9Uc8,spotify:track:1oA9hE3IxT8moluIvq9Uc8,https://api.spotify.com/v1/tracks/1oA9hE3IxT8moluIvq9Uc8,https://api.spotify.com/v1/audio-analysis/1oA9hE3IxT8moluIvq9Uc8,307076,4
Juan Wauters,Locura,43,['indie rock'],All New Indie,0.718,0.63,4,-9.147,0,0.0373,0.0905,0.000169,0.483,0.666,115.537,2xukDcihOVcK9cBvpR25we,spotify:track:2xukDcihOVcK9cBvpR25we,https://api.spotify.com/v1/tracks/2xukDcihOVcK9cBvpR25we,https://api.spotify.com/v1/audio-analysis/2xukDcihOVcK9cBvpR25we,164524,4
Kasabian,Club Foot,54,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'new rave', 'rock']",Alternative 00s,0.18,0.915,0,-6.855,1,0.0946,0.0224,1.43E-05,0.0929,0.101,94.578,35b08f3X5XiuTV0oJHZB9g,spotify:track:35b08f3X5XiuTV0oJHZB9g,https://api.spotify.com/v1/tracks/35b08f3X5XiuTV0oJHZB9g,https://api.spotify.com/v1/audio-analysis/35b08f3X5XiuTV0oJHZB9g,215360,1
Waxahatchee,Lilacs,52,"['alabama indie', 'art pop', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock']",badass,0.74,0.696,7,-9.447,1,0.0298,0.524,3.12E-05,0.0752,0.426,103.04,69Akwuscu16hdYN637eTis,spotify:track:69Akwuscu16hdYN637eTis,https://api.spotify.com/v1/tracks/69Akwuscu16hdYN637eTis,https://api.spotify.com/v1/audio-analysis/69Akwuscu16hdYN637eTis,195600,4
Bad Waitress,Too Many Bad Habits,27,['canadian psychedelic rock'],Post Punk 2k,0.0936,0.739,9,-8.736,1,0.0455,0.00304,7.33E-05,0.333,0.213,184.194,5AG7IDR8CYKp1KY10U0AVJ,spotify:track:5AG7IDR8CYKp1KY10U0AVJ,https://api.spotify.com/v1/tracks/5AG7IDR8CYKp1KY10U0AVJ,https://api.spotify.com/v1/audio-analysis/5AG7IDR8CYKp1KY10U0AVJ,223573,4
Kllo,Virtue,28,"['alternative r&b', 'aussietronica', 'electropop', 'indie electropop', 'indie soul', 'vapor soul']",Underground Hits,0.72,0.748,0,-7.497,1,0.0704,0.363,0.045,0.122,0.26,127.994,53WnMsDx4FY9ozO8u8Rr4d,spotify:track:53WnMsDx4FY9ozO8u8Rr4d,https://api.spotify.com/v1/tracks/53WnMsDx4FY9ozO8u8Rr4d,https://api.spotify.com/v1/audio-analysis/53WnMsDx4FY9ozO8u8Rr4d,220265,4
Night Tempo,Tokyo,33,"['denpa-kei', 'future funk']",Future Funk,0.937,0.86,10,-10.833,0,0.443,0.595,0.044,0.135,0.673,119.974,6a9LRx9D3CsZ0HDP0YI3A1,spotify:track:6a9LRx9D3CsZ0HDP0YI3A1,https://api.spotify.com/v1/tracks/6a9LRx9D3CsZ0HDP0YI3A1,https://api.spotify.com/v1/audio-analysis/6a9LRx9D3CsZ0HDP0YI3A1,208000,4
The Clash,London Calling - Remastered,73,"['classic rock', 'permanent wave', 'punk', 'rock']",Alternative 70s,0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769,5jzma6gCzYtKB1DbEwFZKH,spotify:track:5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/tracks/5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/audio-analysis/5jzma6gCzYtKB1DbEwFZKH,200480,4
Foals,Exits,57,"['alternative dance', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'oxford indie', 'rock']",Indie Roadtrip,0.483,0.858,9,-2.94,0,0.0346,0.0559,0.00107,0.514,0.712,188.055,7gVGBGI4ZqvkYBlh2LdrQy,spotify:track:7gVGBGI4ZqvkYBlh2LdrQy,https://api.spotify.com/v1/tracks/7gVGBGI4ZqvkYBlh2LdrQy,https://api.spotify.com/v1/audio-analysis/7gVGBGI4ZqvkYBlh2LdrQy,357419,4
Widowspeak,Romeo and Juliet,44,"['art pop', 'brooklyn indie', 'chillwave', 'dream pop', 'freak folk', 'garage psych', 'indie folk', 'indie rock', 'nu gaze']",Indie Covers,0.363,0.467,0,-13.72,1,0.0388,0.175,0.0141,0.107,0.268,87.371,2Qp8gzkYvzANKwLreWj40d,spotify:track:2Qp8gzkYvzANKwLreWj40d,https://api.spotify.com/v1/tracks/2Qp8gzkYvzANKwLreWj40d,https://api.spotify.com/v1/audio-analysis/2Qp8gzkYvzANKwLreWj40d,332857,4
Night Tempo,Turn the Lights On,31,"['denpa-kei', 'future funk']",Future Funk,0.649,0.882,7,-5.461,1,0.327,0.0254,0.835,0.303,0.585,128.052,2qELSsaHSJMPzJ2Y3qkl0Y,spotify:track:2qELSsaHSJMPzJ2Y3qkl0Y,https://api.spotify.com/v1/tracks/2qELSsaHSJMPzJ2Y3qkl0Y,https://api.spotify.com/v1/audio-analysis/2qELSsaHSJMPzJ2Y3qkl0Y,153750,4
The Black Keys,Gold on the Ceiling,71,"['alternative rock', 'blues rock', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",Sing-Along Indie Hits,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.90E-05,0.069,0.565,130.121,5lN1EH25gdiqT1SFALMAq1,spotify:track:5lN1EH25gdiqT1SFALMAq1,https://api.spotify.com/v1/tracks/5lN1EH25gdiqT1SFALMAq1,https://api.spotify.com/v1/audio-analysis/5lN1EH25gdiqT1SFALMAq1,224333,4
Rajhesh Vaidhya,Thillana - Dhanashree - Adi,22,"['carnatic', 'carnatic instrumental', 'indian classical', 'veena']",Indie Instrumental,0.494,0.702,2,-7.064,0,0.033,0.584,0.951,0.0735,0.886,100.455,2uz8tJWTg8hXUVG8llUl0E,spotify:track:2uz8tJWTg8hXUVG8llUl0E,https://api.spotify.com/v1/tracks/2uz8tJWTg8hXUVG8llUl0E,https://api.spotify.com/v1/audio-analysis/2uz8tJWTg8hXUVG8llUl0E,215827,4
Dinosaur Jr.,Start Choppin',53,"['alternative pop', 'alternative rock', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock']",Early Alternative,0.373,0.755,2,-7.574,1,0.103,0.00411,0.000799,0.0635,0.57,111.813,7yThIhNzpgDBIGoL2y1y6u,spotify:track:7yThIhNzpgDBIGoL2y1y6u,https://api.spotify.com/v1/tracks/7yThIhNzpgDBIGoL2y1y6u,https://api.spotify.com/v1/audio-analysis/7yThIhNzpgDBIGoL2y1y6u,340187,4
The Neighbourhood,Lost in Translation,64,"['modern alternative rock', 'modern rock', 'pop']",Ultimate Indie,0.568,0.891,0,-5.786,1,0.0376,0.000896,0.000137,0.357,0.522,104.954,5TUZhrb8UaaA76NhzZax2Z,spotify:track:5TUZhrb8UaaA76NhzZax2Z,https://api.spotify.com/v1/tracks/5TUZhrb8UaaA76NhzZax2Z,https://api.spotify.com/v1/audio-analysis/5TUZhrb8UaaA76NhzZax2Z,190227,4
Tupperwave,Timeless,41,"['hardvapour', 'vaporwave']",vaporwave,0.788,0.681,7,-13.456,0,0.158,0.119,0.773,0.0969,0.805,86.957,5qZ5lCqoZEEZ2BlKy5rR2d,spotify:track:5qZ5lCqoZEEZ2BlKy5rR2d,https://api.spotify.com/v1/tracks/5qZ5lCqoZEEZ2BlKy5rR2d,https://api.spotify.com/v1/audio-analysis/5qZ5lCqoZEEZ2BlKy5rR2d,162024,4
Folamour,Lost In Space (feat. SG Lewis),57,"['deep house', 'disco house', 'float house', 'indie soul', 'jazz house', 'lo-fi house']",metropolis,0.671,0.649,8,-6.869,0,0.379,0.0242,3.76E-06,0.0395,0.512,120.632,142MW1OLW8GobITMDIhMCD,spotify:track:142MW1OLW8GobITMDIhMCD,https://api.spotify.com/v1/tracks/142MW1OLW8GobITMDIhMCD,https://api.spotify.com/v1/audio-analysis/142MW1OLW8GobITMDIhMCD,143947,4
Gus Dapperton,Medicine,56,"['bedroom pop', 'indie pop', 'indie poptimism', 'modern rock']",Bedroom Pop,0.602,0.395,4,-4.749,1,0.027,0.113,4.34E-06,0.243,0.209,129.942,7lLtAjBc4Fkaw0FkBQWlSX,spotify:track:7lLtAjBc4Fkaw0FkBQWlSX,https://api.spotify.com/v1/tracks/7lLtAjBc4Fkaw0FkBQWlSX,https://api.spotify.com/v1/audio-analysis/7lLtAjBc4Fkaw0FkBQWlSX,240782,4
Чёрная Речка,Друг,43,['russian post-punk'],Retrowave,0.435,0.883,11,-5.494,0,0.0346,0.426,0.594,0.182,0.446,146.972,64aQgqPR3EarouVFnCXji8,spotify:track:64aQgqPR3EarouVFnCXji8,https://api.spotify.com/v1/tracks/64aQgqPR3EarouVFnCXji8,https://api.spotify.com/v1/audio-analysis/64aQgqPR3EarouVFnCXji8,196824,4
Para One,Dudun-Dun - Boys Noize Remix,14,['filter house'],Bloghouse,0.702,0.594,9,-6.401,1,0.262,0.000157,0.603,0.084,0.521,126.015,14Iij6Tbd42FNrYt4gh4Xf,spotify:track:14Iij6Tbd42FNrYt4gh4Xf,https://api.spotify.com/v1/tracks/14Iij6Tbd42FNrYt4gh4Xf,https://api.spotify.com/v1/audio-analysis/14Iij6Tbd42FNrYt4gh4Xf,376747,4
Pale Saints,She Rides the Waves (John Peel Sessions),25,"['alternative pop', 'alternative rock', 'c86', 'dream pop', 'dreamgaze', 'noise pop', 'nu gaze', 'shoegaze']",Shoegaze Classics,0.0876,0.839,4,-9.63,1,0.0565,3.36E-05,0.89,0.258,0.622,169.136,04pPgXeGkAxAvyhvh09hqc,spotify:track:04pPgXeGkAxAvyhvh09hqc,https://api.spotify.com/v1/tracks/04pPgXeGkAxAvyhvh09hqc,https://api.spotify.com/v1/audio-analysis/04pPgXeGkAxAvyhvh09hqc,112266,4
The Killers,When You Were Young,0,"['dance rock', 'modern rock', 'permanent wave', 'rock']",Essential Indie,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,6zhAuOJFephGemMwlBw4mA,spotify:track:6zhAuOJFephGemMwlBw4mA,https://api.spotify.com/v1/tracks/6zhAuOJFephGemMwlBw4mA,https://api.spotify.com/v1/audio-analysis/6zhAuOJFephGemMwlBw4mA,220413,4
The Hives,Hate To Say I Told You So,68,"['alternative rock', 'dance-punk', 'garage rock', 'garage rock revival', 'modern rock', 'new rave', 'rock', 'swedish garage rock', 'swedish hard rock', 'swedish indie rock']",Alternative 00s,0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826,20j7B6mL9gnNvG3ic6Vwh5,spotify:track:20j7B6mL9gnNvG3ic6Vwh5,https://api.spotify.com/v1/tracks/20j7B6mL9gnNvG3ic6Vwh5,https://api.spotify.com/v1/audio-analysis/20j7B6mL9gnNvG3ic6Vwh5,200693,4
Totemo,Be Creative with Me,15,"['israeli indie', 'israeli singer-songwriter']",Indie TLV,0.764,0.763,1,-6.485,1,0.0426,0.123,0.229,0.216,0.579,116.054,4gAdAsoTH0QKl3HmLZ2pbL,spotify:track:4gAdAsoTH0QKl3HmLZ2pbL,https://api.spotify.com/v1/tracks/4gAdAsoTH0QKl3HmLZ2pbL,https://api.spotify.com/v1/audio-analysis/4gAdAsoTH0QKl3HmLZ2pbL,241913,4
The Wannadies,Hit,27,"['swedish alternative rock', 'swedish indie rock']",Alternative 90s,0.342,0.888,7,-4.404,1,0.0617,0.00116,1.18E-05,0.214,0.287,159.118,0kM9RaCDEd5QlAH0i8dINY,spotify:track:0kM9RaCDEd5QlAH0i8dINY,https://api.spotify.com/v1/tracks/0kM9RaCDEd5QlAH0i8dINY,https://api.spotify.com/v1/audio-analysis/0kM9RaCDEd5QlAH0i8dINY,142147,4
Adam Melchor,Moon in the Morning,60,"['indie cafe pop', 'indie pop', 'new jersey indie']",Ultimate Indie,0.458,0.464,5,-9.126,0,0.031,0.799,3.42E-05,0.109,0.256,122.821,1Lfr9YBRpeSwCS14kBoTAg,spotify:track:1Lfr9YBRpeSwCS14kBoTAg,https://api.spotify.com/v1/tracks/1Lfr9YBRpeSwCS14kBoTAg,https://api.spotify.com/v1/audio-analysis/1Lfr9YBRpeSwCS14kBoTAg,194267,4
Centaur,The Same Place,34,[],Shoegaze Classics,0.375,0.721,8,-9.487,1,0.0359,0.000751,0.9,0.12,0.12,147.932,06WHKWWKPDqkWA5yHCCRUs,spotify:track:06WHKWWKPDqkWA5yHCCRUs,https://api.spotify.com/v1/tracks/06WHKWWKPDqkWA5yHCCRUs,https://api.spotify.com/v1/audio-analysis/06WHKWWKPDqkWA5yHCCRUs,455000,4
